fecha_hora;caudal_l_s;presion_bar
2026-03-06 08:50:00;43,99;3,407
2026-03-06 08:55:00;44,8;3,499
2026-03-06 09:00:00;45,73;3,411
2026-03-06 09:05:00;42,73;3,375
2026-03-06 09:10:00;44,58;3,429
2026-03-06 09:15:00;44,64;3,41
2026-03-06 09:20:00;43,07;3,373
2026-03-06 09:25:00;42,25;3,433
2026-03-06 09:30:00;43,39;3,425
2026-03-06 09:35:00;42,92;3,424
2026-03-06 09:40:00;43,21;3,374
2026-03-06 09:45:00;45,02;3,442
2026-03-06 09:50:00;44,87;3,442
2026-03-06 09:55:00;44,6;3,409
2026-03-06 10:00:00;45,08;3,443
2026-03-06 10:05:00;44,1;3,368
2026-03-06 10:10:00;44,19;3,458
2026-03-06 10:15:00;43,75;3,394
2026-03-06 10:20:00;43,78;3,414
2026-03-06 10:25:00;42,58;3,432
2026-03-06 10:30:00;43,6;3,364
2026-03-06 10:35:00;45,22;3,446
2026-03-06 10:40:00;43,8;3,458
2026-03-06 10:45:00;66,58;3,437
2026-03-06 10:50:00;44,75;3,408
2026-03-06 10:55:00;43,2;3,386
2026-03-06 11:00:00;12,62;2,846
2026-03-06 11:05:00;11,3;2,816
2026-03-06 11:10:00;11,49;2,818
2026-03-06 11:15:00;12,4;2,893
2026-03-06 11:20:00;12,06;2,811
2026-03-06 11:25:00;13,63;2,899
2026-03-06 11:30:00;10,72;2,793
2026-03-06 11:35:00;11,78;2,851
2026-03-06 11:40:00;11,4;2,867
2026-03-06 11:45:00;13,66;2,872
2026-03-06 11:50:00;12,82;2,856
2026-03-06 11:55:00;11,11;2,813
2026-03-06 12:00:00;11,27;2,823
2026-03-06 12:05:00;12,57;2,861
2026-03-06 12:10:00;12,68;2,853
2026-03-06 12:15:00;12,43;2,869
2026-03-06 12:20:00;10,9;2,858
2026-03-06 12:25:00;12,65;2,819
2026-03-06 12:30:00;12,82;2,868
2026-03-06 12:35:00;11,7;2,795
2026-03-06 12:40:00;10,97;2,847
2026-03-06 12:45:00;11,79;2,919
2026-03-06 12:50:00;11,24;2,795
2026-03-06 12:55:00;12,6;2,827
2026-03-06 13:00:00;10,46;2,794
2026-03-06 13:05:00;13,09;2,881
2026-03-06 13:10:00;11,25;2,818
2026-03-06 13:15:00;11,19;2,859
2026-03-06 13:20:00;11,56;2,815
2026-03-06 13:25:00;10,21;2,824
2026-03-06 13:30:00;13,2;2,9
2026-03-06 13:35:00;10,82;2,834
2026-03-06 13:40:00;11,71;2,83
2026-03-06 13:45:00;11,11;2,851
2026-03-06 13:50:00;11,94;2,837
2026-03-06 13:55:00;10,53;2,755
2026-03-06 14:00:00;12,81;2,882
2026-03-06 14:05:00;11,66;2,851
2026-03-06 14:10:00;10,66;2,786
2026-03-06 14:15:00;13,84;2,891
2026-03-06 14:20:00;12,22;2,879
2026-03-06 14:25:00;11,59;2,818
2026-03-06 14:30:00;11,77;2,83
2026-03-06 14:35:00;12,31;2,766
2026-03-06 14:40:00;11,58;2,836
2026-03-06 14:45:00;13,16;2,862
2026-03-06 14:50:00;12,18;2,808
2026-03-06 14:55:00;13,63;2,862
2026-03-06 15:00:00;48,45;3,481
2026-03-06 15:05:00;47,95;3,522
2026-03-06 15:10:00;47,19;3,426
2026-03-06 15:15:00;48,02;3,507
2026-03-06 15:20:00;47,02;3,453
2026-03-06 15:25:00;45,06;3,474
2026-03-06 15:30:00;47,06;3,436
2026-03-06 15:35:00;48,29;3,451
2026-03-06 15:40:00;46,74;3,456
2026-03-06 15:45:00;49,32;3,452
2026-03-06 15:50:00;46,72;3,485
2026-03-06 15:55:00;48,52;3,551
2026-03-06 16:00:00;47,97;3,524
2026-03-06 16:05:00;48,2;3,497
2026-03-06 16:10:00;46,87;3,545
2026-03-06 16:15:00;47,29;3,506
2026-03-06 16:20:00;47,59;3,51
2026-03-06 16:25:00;46,96;3,569
2026-03-06 16:30:00;47,61;3,446
2026-03-06 16:35:00;46,88;3,507
2026-03-06 16:40:00;46,13;3,455
2026-03-06 16:45:00;48,22;3,502
2026-03-06 16:50:00;47,92;3,48
2026-03-06 16:55:00;48,0;3,51
2026-03-06 17:00:00;47,0;3,447
2026-03-06 17:05:00;48,75;3,517
2026-03-06 17:10:00;46,95;3,427
2026-03-06 17:15:00;46,93;3,433
2026-03-06 17:20:00;49,17;3,514
2026-03-06 17:25:00;48,64;3,464
2026-03-06 17:30:00;47,79;3,488
2026-03-06 17:35:00;46,87;3,463
2026-03-06 17:40:00;47,46;3,542
2026-03-06 17:45:00;47,37;3,455
2026-03-06 17:50:00;48,77;3,568
2026-03-06 17:55:00;46,35;3,465
2026-03-06 18:00:00;46,16;3,407
2026-03-06 18:05:00;48,12;3,504
2026-03-06 18:10:00;49,48;3,517
2026-03-06 18:15:00;48,51;3,546
2026-03-06 18:20:00;48,8;3,507
2026-03-06 18:25:00;47,34;3,509
2026-03-06 18:30:00;47,52;3,454
2026-03-06 18:35:00;46,8;3,457
2026-03-06 18:40:00;48,02;3,493
2026-03-06 18:45:00;47,52;3,54
2026-03-06 18:50:00;48,09;3,478
2026-03-06 18:55:00;46,51;3,502
2026-03-06 19:00:00;45,67;3,471
2026-03-06 19:05:00;46,61;3,47
2026-03-06 19:10:00;;
2026-03-06 19:15:00;;
2026-03-06 19:20:00;;
2026-03-06 19:25:00;;
2026-03-06 19:30:00;;
2026-03-06 19:35:00;;
2026-03-06 19:40:00;;
2026-03-06 19:45:00;;
2026-03-06 19:50:00;;
2026-03-06 19:55:00;;
2026-03-06 20:00:00;;
2026-03-06 20:05:00;;
2026-03-06 20:10:00;11,97;2,915
2026-03-06 20:15:00;12,42;2,855
2026-03-06 20:20:00;11,41;2,83
2026-03-06 20:25:00;12,33;2,88
2026-03-06 20:30:00;12,27;2,849
2026-03-06 20:35:00;12,34;2,864
2026-03-06 20:40:00;11,88;2,786
2026-03-06 20:45:00;12,2;2,873
2026-03-06 20:50:00;10,82;2,848
2026-03-06 20:55:00;11,69;2,817
2026-03-06 21:00:00;13,39;2,877
2026-03-06 21:05:00;13,43;2,841
2026-03-06 21:10:00;11,28;2,848
2026-03-06 21:15:00;13,13;2,81
2026-03-06 21:20:00;12,06;2,823
2026-03-06 21:25:00;11,77;2,859
2026-03-06 21:30:00;12,94;2,906
2026-03-06 21:35:00;10,96;2,856
2026-03-06 21:40:00;11,17;2,852
2026-03-06 21:45:00;11,08;2,842
2026-03-06 21:50:00;12,44;2,879
2026-03-06 21:55:00;12,12;2,859
2026-03-06 22:00:00;12,25;2,779
2026-03-06 22:05:00;12,74;2,837
2026-03-06 22:10:00;11,39;2,787
2026-03-06 22:15:00;11,75;2,815
2026-03-06 22:20:00;11,82;2,852
2026-03-06 22:25:00;11,5;2,805
2026-03-06 22:30:00;12,83;2,89
2026-03-06 22:35:00;12,13;2,851
2026-03-06 22:40:00;14,24;2,875
2026-03-06 22:45:00;13,04;2,916
2026-03-06 22:50:00;13,12;2,882
2026-03-06 22:55:00;13,79;2,82
2026-03-06 23:00:00;10,69;2,81
2026-03-06 23:05:00;13,98;2,856
2026-03-06 23:10:00;13,52;2,864
2026-03-06 23:15:00;10,72;2,863
2026-03-06 23:20:00;11,41;2,819
2026-03-06 23:25:00;13,49;2,914
2026-03-06 23:30:00;11,84;2,854
2026-03-06 23:35:00;10,52;2,832
2026-03-06 23:40:00;12,83;2,925
2026-03-06 23:45:00;12,23;2,881
2026-03-06 23:50:00;10,33;2,83
2026-03-06 23:55:00;11,69;2,847
2026-03-05 01:00:00;11,94;2,836
2026-03-05 01:05:00;12,34;2,808
2026-03-05 01:10:00;11,41;2,804
2026-03-06 01:00:00;13,45;2,94
2026-03-06 01:05:00;12,34;2,826
